State,Agency Type,Agency Name,Population1,Total Offenses
MICHIGAN,Cities,Battle Creek,"60,615","5,815"
MICHIGAN,Cities,Bay City,"32,953","2,638"
MICHIGAN,Cities,Beaverton,"1,047",61
MICHIGAN,Cities,Belding,"5,737",268
MICHIGAN,Cities,Belleville,"3,855",243
MICHIGAN,Cities,Bellevue,"1,285",21
MICHIGAN,Cities,Benton Harbor,"9,836","1,573"
MICHIGAN,Cities,Benton Township,"14,382","2,300"
MICHIGAN,Cities,Berkley,"15,382",281
MICHIGAN,Cities,Berrien Springs-Oronoko Township,"8,961",273
MICHIGAN,Cities,Beverly Hills,"10,450",194
MICHIGAN,Cities,Big Rapids,"10,369",353
MICHIGAN,Cities,Birch Run,"1,465",152
MICHIGAN,Cities,Birmingham,"21,295",427
MICHIGAN,Cities,Blackman Township,"36,884","2,889"
MICHIGAN,Cities,Blissfield,"3,261",72
MICHIGAN,Cities,Bloomfield Hills,"4,009",103
MICHIGAN,Cities,Bloomfield Township,"42,199",918
MICHIGAN,Cities,Boyne City,"3,741",196
MICHIGAN,Cities,Brandon Township,"15,962",210
MICHIGAN,Cities,Breckenridge,"1,273",45
MICHIGAN,Cities,Bridgeport Township,"9,853",385
MICHIGAN,Cities,Bridgman,"2,231",109
MICHIGAN,Cities,Brighton,"7,635",289
MICHIGAN,Cities,Bronson,"2,297",152
MICHIGAN,Cities,Brown City,"1,238",55
MICHIGAN,Cities,Brownstown Township,"31,912",920
MICHIGAN,Cities,Buchanan,"4,293",302
MICHIGAN,Cities,Buena Vista Township,"8,146",592
MICHIGAN,Cities,Burton,"28,464","1,652"
MICHIGAN,Cities,Cadillac,"10,455",989
MICHIGAN,Cities,Calumet,694,48
MICHIGAN,Cities,Cambridge Township,"5,656",78
MICHIGAN,Cities,Canton Township,"92,055","3,343"
MICHIGAN,Cities,Capac,"1,831",78
MICHIGAN,Cities,Carleton,"2,364",68
MICHIGAN,Cities,Caro,"3,993",242
MICHIGAN,Cities,Carrollton Township,"5,675",227
MICHIGAN,Cities,Carson City,"1,112",58
MICHIGAN,Cities,Caseville,729,28
MICHIGAN,Cities,Caspian-Gaastra,"1,166",12
MICHIGAN,Cities,Cass City,"2,281",146
MICHIGAN,Cities,Center Line,"8,275",548
MICHIGAN,Cities,Charlevoix,"2,491",124
MICHIGAN,Cities,Charlotte,"9,053",596
MICHIGAN,Cities,Cheboygan,"4,690",311
MICHIGAN,Cities,Chelsea,"5,248",100
MICHIGAN,Cities,Chesaning,"2,251",33
MICHIGAN,Cities,Chesterfield Township,"45,686","1,600"
MICHIGAN,Cities,Chikaming Township,"3,094",96
MICHIGAN,Cities,Chocolay Township,"5,936",98
MICHIGAN,Cities,Clare,"3,055",201
MICHIGAN,Cities,Clarkston,926,14
MICHIGAN,Cities,Clawson,"11,962",294
MICHIGAN,Cities,Clayton Township,"7,121",94
MICHIGAN,Cities,Clay Township,"8,849",271
MICHIGAN,Cities,Clinton,"2,281",41
MICHIGAN,Cities,Clinton Township,"101,279","4,382"
MICHIGAN,Cities,Clio,"2,491",115
MICHIGAN,Cities,Coldwater,"10,736",832
MICHIGAN,Cities,Coleman,"1,193",3
MICHIGAN,Cities,Coloma Township,"6,369",334
MICHIGAN,Cities,Colon,"1,157",37
MICHIGAN,Cities,Columbia Township,"7,356",223
MICHIGAN,Cities,Commerce Township,"39,023",561
MICHIGAN,Cities,Constantine,"2,103",163
MICHIGAN,Cities,Corunna,"3,359",73
MICHIGAN,Cities,Covert Township,"2,849",162
MICHIGAN,Cities,Croswell,"2,267",139
MICHIGAN,Cities,Crystal Falls,"1,365",60
MICHIGAN,Cities,Davison,"4,893",177
MICHIGAN,Cities,Davison Township,"19,177",539
MICHIGAN,Cities,Dearborn,"94,022","5,390"
MICHIGAN,Cities,Dearborn Heights,"55,495","3,035"
MICHIGAN,Cities,Decatur,"1,737",200
MICHIGAN,Cities,Denton Township,"5,384",134
MICHIGAN,Cities,Detroit,"671,275","83,454"
MICHIGAN,Cities,DeWitt,"4,742",76
MICHIGAN,Cities,DeWitt Township,"15,194",459
MICHIGAN,Cities,Dryden Township,"4,744",91
MICHIGAN,Cities,Durand,"3,296",156
MICHIGAN,Cities,East Grand Rapids,"11,886",305
MICHIGAN,Cities,East Jordan,"2,343",101
MICHIGAN,Cities,East Lansing,"48,880","1,643"
MICHIGAN,Cities,Eastpointe,"32,526","2,920"
MICHIGAN,Cities,Eaton Rapids,"5,194",268
MICHIGAN,Cities,Eau Claire,603,7
MICHIGAN,Cities,Ecorse,"9,184",870
MICHIGAN,Cities,Elkton,751,22
MICHIGAN,Cities,Elsie,977,4
MICHIGAN,Cities,Emmett Township,"11,619","1,063"
MICHIGAN,Cities,Escanaba,"12,169",849
MICHIGAN,Cities,Essexville,"3,306",100
MICHIGAN,Cities,Evart,"1,860",117
MICHIGAN,Cities,Fair Haven Township,"1,038",3
MICHIGAN,Cities,Farmington,"10,605",279
MICHIGAN,Cities,Farmington Hills,"81,239","2,161"
MICHIGAN,Cities,Fennville,"1,419",24
MICHIGAN,Cities,Fenton,"11,225",507
MICHIGAN,Cities,Ferndale,"20,095","1,073"
MICHIGAN,Cities,Flat Rock,"9,967",659
MICHIGAN,Cities,Flint,"95,677","8,984"
MICHIGAN,Cities,Flint Township,"30,378","2,999"
MICHIGAN,Cities,Flushing,"7,890",179
MICHIGAN,Cities,Flushing Township,"10,179",162
MICHIGAN,Cities,Forsyth Township,"6,199",212
MICHIGAN,Cities,Fowlerville,"2,953",163
MICHIGAN,Cities,Frankenmuth,"5,290",154
MICHIGAN,Cities,Frankfort,"1,279",36
MICHIGAN,Cities,Franklin,"3,266",68
MICHIGAN,Cities,Fraser,"14,626",621
MICHIGAN,Cities,Fremont,"4,008",338
MICHIGAN,Cities,Fruitport Township,"14,168","1,008"
MICHIGAN,Cities,Gaines Township,"6,100",95
MICHIGAN,Cities,Galien,535,0
MICHIGAN,Cities,Garden City,"26,520",992
MICHIGAN,Cities,Garfield Township,829,0
MICHIGAN,Cities,Gaylord,"3,693",481
MICHIGAN,Cities,Genesee Township,"20,447",696
MICHIGAN,Cities,Gerrish Township,"2,919",95
MICHIGAN,Cities,Gibraltar,"4,474",147
MICHIGAN,Cities,Gladstone,"4,721",136
MICHIGAN,Cities,Gladwin,"2,874",230
MICHIGAN,Cities,Grand Beach,282,7
MICHIGAN,Cities,Grand Blanc,"7,841",254
MICHIGAN,Cities,Grand Blanc Township,"36,489","1,476"
MICHIGAN,Cities,Grand Haven,"10,984",611
MICHIGAN,Cities,Grand Ledge,"7,804",206
MICHIGAN,Cities,Grand Rapids,"200,428","11,609"
MICHIGAN,Cities,Grandville,"16,057","1,079"
MICHIGAN,Cities,Grant,882,56
MICHIGAN,Cities,Grayling,"1,837",251
MICHIGAN,Cities,Green Oak Township,"18,874",379
MICHIGAN,Cities,Greenville,"8,437",774
MICHIGAN,Cities,Grosse Ile Township,"10,128",118
MICHIGAN,Cities,Grosse Pointe,"5,157",249
MICHIGAN,Cities,Grosse Pointe Farms,"9,116",331
MICHIGAN,Cities,Grosse Pointe Park,"11,069",264
MICHIGAN,Cities,Grosse Pointe Shores,"2,907",58
MICHIGAN,Cities,Grosse Pointe Woods,"15,497",542
MICHIGAN,Cities,Hamburg Township,"22,024",253
MICHIGAN,Cities,Hampton Township,"9,458",356
MICHIGAN,Cities,Hamtramck,"21,668","1,458"
MICHIGAN,Cities,Hancock,"4,545",116
MICHIGAN,Cities,Harbor Beach,"1,591",90
MICHIGAN,Cities,Harbor Springs,"1,205",32
MICHIGAN,Cities,Harper Woods,"13,674","1,580"
MICHIGAN,Cities,Hart,"2,101",387
MICHIGAN,Cities,Hastings,"7,310",460
MICHIGAN,Cities,Hazel Park,"16,501",873
MICHIGAN,Cities,Highland Park,"10,794","1,188"
MICHIGAN,Cities,Highland Township,"20,137",322
MICHIGAN,Cities,Hillsdale,"8,120",389
MICHIGAN,Cities,Holland,"33,405","2,285"
MICHIGAN,Cities,Holly,"6,170",144
MICHIGAN,Cities,Houghton,"7,914",249
MICHIGAN,Cities,Howell,"9,532",417
MICHIGAN,Cities,Hudson,"2,221",142
MICHIGAN,Cities,Huntington Woods,"6,328",136
MICHIGAN,Cities,Huron Township,"15,930",531
MICHIGAN,Cities,Imlay City,"3,579",159
MICHIGAN,Cities,Independence Township,"36,925",535
MICHIGAN,Cities,Inkster,"24,334","2,066"
MICHIGAN,Cities,Ionia,"11,170",450
MICHIGAN,Cities,Iron Mountain,"7,327",29
MICHIGAN,Cities,Iron River,"2,818",152
MICHIGAN,Cities,Ironwood,"4,915",253
MICHIGAN,Cities,Ishpeming,"6,441",313
MICHIGAN,Cities,Ishpeming Township,"3,528",7
MICHIGAN,Cities,Jackson,"32,602","4,373"
MICHIGAN,Cities,Jonesville,"2,206",159
MICHIGAN,Cities,Kalamazoo,"76,020","11,495"
MICHIGAN,Cities,Kalamazoo Township,"24,623","1,395"
MICHIGAN,Cities,Kalkaska,"2,068",55
MICHIGAN,Cities,Keego Harbor,"3,465",97
MICHIGAN,Cities,Kentwood,"52,192","3,018"
MICHIGAN,Cities,Kinde,418,5
MICHIGAN,Cities,Kingsford,"4,960",105
MICHIGAN,Cities,Kinross Township,"7,432",40
MICHIGAN,Cities,Laingsburg,"1,277",49
MICHIGAN,Cities,Lake Angelus,309,2
MICHIGAN,Cities,Lake Linden,969,7
MICHIGAN,Cities,Lake Odessa,"2,031",39
MICHIGAN,Cities,Lake Orion,"3,118",108
MICHIGAN,Cities,Lakeview,"1,005",52
MICHIGAN,Cities,Lansing,"117,380","9,108"
MICHIGAN,Cities,Lansing Township,"8,213",907
MICHIGAN,Cities,Lapeer,"8,697",703
MICHIGAN,Cities,Lapeer Township,"5,036",31
MICHIGAN,Cities,Lathrup Village,"4,130",110
MICHIGAN,Cities,Laurium,"1,924",62
MICHIGAN,Cities,Lawton,"1,847",110
MICHIGAN,Cities,Lennon,484,17
MICHIGAN,Cities,Leslie,"1,889",41
MICHIGAN,Cities,Lexington,"1,107",33
MICHIGAN,Cities,Lincoln Park,"36,466","3,087"
MICHIGAN,Cities,Lincoln Township,"14,585",388
MICHIGAN,Cities,Linden,"3,884",58
MICHIGAN,Cities,Litchfield,"1,336",39
MICHIGAN,Cities,Livonia,"93,740","4,671"
MICHIGAN,Cities,Lowell,"4,138",277
MICHIGAN,Cities,Ludington,"8,058",335
MICHIGAN,Cities,Lyon Township2,"20,815",
MICHIGAN,Cities,Mackinac Island,467,130
MICHIGAN,Cities,Mackinaw City,794,84
MICHIGAN,Cities,Madison Heights,"30,100","1,318"
MICHIGAN,Cities,Madison Township,"8,341",248
MICHIGAN,Cities,Manistee,"6,091",413
MICHIGAN,Cities,Manistique,"2,907",180
MICHIGAN,Cities,Marenisco Township,"1,626",0
MICHIGAN,Cities,Marine City,"4,083",89
MICHIGAN,Cities,Marlette,"1,757",49
MICHIGAN,Cities,Marquette,"20,529",636
MICHIGAN,Cities,Marshall,"6,986",388
MICHIGAN,Cities,Marysville,"9,674",204
MICHIGAN,Cities,Mason,"8,431",451
MICHIGAN,Cities,Mattawan,"1,971",146
MICHIGAN,Cities,Mayville,888,23
MICHIGAN,Cities,Melvindale,"10,291",742
MICHIGAN,Cities,Memphis,"1,190",33
MICHIGAN,Cities,Mendon,854,28
MICHIGAN,Cities,Menominee,"8,089",566
MICHIGAN,Cities,Meridian Township,"43,072","2,187"
MICHIGAN,Cities,Metamora Township,"4,279",92
MICHIGAN,Cities,Metro Police Authority of Genesee County,"19,887",706
MICHIGAN,Cities,Michiana,181,13
MICHIGAN,Cities,Midland,"41,961",970
MICHIGAN,Cities,Milan,"6,079",287
MICHIGAN,Cities,Milford,"16,808",229
MICHIGAN,Cities,Millington,"1,000",38
MICHIGAN,Cities,Monroe,"19,754","1,583"
MICHIGAN,Cities,Montague,"2,350",92
MICHIGAN,Cities,Montrose Township,"7,459",182
MICHIGAN,Cities,Morenci,"2,159",98
MICHIGAN,Cities,Morrice,894,28
MICHIGAN,Cities,Mount Morris,"2,860",250
MICHIGAN,Cities,Mount Morris Township,"20,295",941
MICHIGAN,Cities,Mount Pleasant,"25,828",950
MICHIGAN,Cities,Munising,"2,186",111
MICHIGAN,Cities,Muskegon,"38,125","4,178"
MICHIGAN,Cities,Muskegon Heights,"10,720","2,460"
MICHIGAN,Cities,Muskegon Township,"17,879","1,302"
MICHIGAN,Cities,Napoleon Township,"6,751",112
MICHIGAN,Cities,Nashville,"1,660",106
MICHIGAN,Cities,Negaunee,"4,554",101
MICHIGAN,Cities,Newaygo,"2,043",268
MICHIGAN,Cities,New Baltimore,"12,423",373
MICHIGAN,Cities,New Buffalo,"1,875",61
MICHIGAN,Cities,New Era,442,9
MICHIGAN,Cities,New Lothrop,557,2
MICHIGAN,Cities,Niles,"11,154",847
MICHIGAN,Cities,North Muskegon,"3,794",145
MICHIGAN,Cities,Northfield Township,"8,741",276
MICHIGAN,Cities,Northville,"5,992",184
MICHIGAN,Cities,Northville Township,"28,939",806
MICHIGAN,Cities,Norton Shores,"24,578","1,325"
MICHIGAN,Cities,Norway,"2,746",6
MICHIGAN,Cities,Novi,"60,378","1,349"
MICHIGAN,Cities,Oakland Township,"19,495",132
MICHIGAN,Cities,Oak Park,"29,688","1,574"
MICHIGAN,Cities,Olivet,"1,695",50
MICHIGAN,Cities,Ontwa Township-Edwardsburg,"6,493",421
MICHIGAN,Cities,Orchard Lake,"2,465",67
MICHIGAN,Cities,Orion Township,"36,193",478
MICHIGAN,Cities,Oscoda Township,"6,771",197
MICHIGAN,Cities,Otisville,822,3
MICHIGAN,Cities,Otsego,"4,000",206
MICHIGAN,Cities,Ovid,"1,618",17
MICHIGAN,Cities,Owendale,225,2
MICHIGAN,Cities,Owosso,"14,455",759
MICHIGAN,Cities,Oxford,"3,561",41
MICHIGAN,Cities,Oxford Township,"19,139",236
MICHIGAN,Cities,Paw Paw,"3,404",486
MICHIGAN,Cities,Peck,591,2
MICHIGAN,Cities,Pentwater,849,21
MICHIGAN,Cities,Perry,"2,085",59
MICHIGAN,Cities,Petoskey,"5,733",200
MICHIGAN,Cities,Pinckney,"2,479",67
MICHIGAN,Cities,Pinconning,"1,241",39
MICHIGAN,Cities,Pittsfield Township,"39,314","1,746"
MICHIGAN,Cities,Plainwell,"3,810",207
MICHIGAN,Cities,Pleasant Ridge,"2,470",78
MICHIGAN,Cities,Plymouth,"9,142",229
MICHIGAN,Cities,Plymouth Township,"27,032",524
MICHIGAN,Cities,Pontiac,"59,817","5,288"
MICHIGAN,Cities,Portage,"49,175","3,120"
MICHIGAN,Cities,Port Austin,622,16
MICHIGAN,Cities,Port Huron,"28,907","2,816"
MICHIGAN,Cities,Portland,"3,927",143
MICHIGAN,Cities,Port Sanilac,579,1
MICHIGAN,Cities,Potterville,"2,678",113
MICHIGAN,Cities,Prairieville Township,"3,509",13
MICHIGAN,Cities,Quincy,"1,610",83
MICHIGAN,Cities,Raisin Township,"7,716",96
MICHIGAN,Cities,Redford Township,"46,899","2,789"
MICHIGAN,Cities,Reed City,"2,380",123
MICHIGAN,Cities,Reese,"1,372",16
MICHIGAN,Cities,"Richfield Township, Genesee County","8,325",199
MICHIGAN,Cities,"Richfield Township, Roscommon County","3,633",18
MICHIGAN,Cities,Richland,807,85
MICHIGAN,Cities,"Richland Township, Saginaw County","3,934",50
MICHIGAN,Cities,Richmond,"5,918",255
MICHIGAN,Cities,River Rouge,"7,426",451
MICHIGAN,Cities,Riverview,"12,058",373
MICHIGAN,Cities,Rochester,"13,075",239
MICHIGAN,Cities,Rochester Hills,"74,669","1,275"
MICHIGAN,Cities,Rockford,"6,345",293
MICHIGAN,Cities,Rockwood,"3,169",61
MICHIGAN,Cities,Rogers City,"2,676",115
MICHIGAN,Cities,Romeo,"3,623",141
MICHIGAN,Cities,Romulus,"23,389","1,823"
MICHIGAN,Cities,Roosevelt Park,"3,793",423
MICHIGAN,Cities,Roseville,"47,524","3,869"
MICHIGAN,Cities,Rothbury,445,17
MICHIGAN,Cities,Royal Oak,"59,383","1,642"
MICHIGAN,Cities,Saginaw,"48,302","3,536"
MICHIGAN,Cities,Saginaw Township,"39,198","1,944"
MICHIGAN,Cities,Saline,"9,358",244
MICHIGAN,Cities,Sand Lake,532,22
MICHIGAN,Cities,Sandusky,"2,515",179
MICHIGAN,Cities,Saugatuck-Douglas,"2,312",106
MICHIGAN,Cities,Sault Ste. Marie,"13,557",703
MICHIGAN,Cities,Schoolcraft,"1,566",67
MICHIGAN,Cities,Scottville,"1,218",117
MICHIGAN,Cities,Sebewaing,"1,638",27
MICHIGAN,Cities,Shelby,"2,019",62
MICHIGAN,Cities,Shelby Township,"79,878","1,789"
MICHIGAN,Cities,Shepherd,"1,503",34
MICHIGAN,Cities,Southfield,"73,418","3,895"
MICHIGAN,Cities,Southgate,"28,959","1,650"
MICHIGAN,Cities,South Haven,"4,340",559
MICHIGAN,Cities,South Lyon,"11,803",174
MICHIGAN,Cities,South Rockwood,"1,657",14
MICHIGAN,Cities,Sparta,"4,380",182
MICHIGAN,Cities,Spring Arbor Township,"8,044",57
MICHIGAN,Cities,Springfield Township,"14,423",171
MICHIGAN,Cities,Springport Township,"2,144",22
MICHIGAN,Cities,Stanton,"1,430",33
MICHIGAN,Cities,St. Charles,"1,910",79
MICHIGAN,Cities,St. Clair,"5,316",191
MICHIGAN,Cities,St. Clair Shores,"59,618","2,036"
MICHIGAN,Cities,Sterling Heights,"133,055","4,173"
MICHIGAN,Cities,St. Ignace,"2,311",93
MICHIGAN,Cities,St. Johns,"7,890",158
MICHIGAN,Cities,St. Joseph,"8,364",502
MICHIGAN,Cities,St. Joseph Township,"9,773",243
MICHIGAN,Cities,St. Louis,"7,274",257
MICHIGAN,Cities,Stockbridge,"1,237",27
MICHIGAN,Cities,Sturgis,"10,796",659
MICHIGAN,Cities,Sumpter Township,"9,362",197
MICHIGAN,Cities,Sylvan Lake,"1,860",78
MICHIGAN,Cities,Tawas,"4,487",130
MICHIGAN,Cities,Taylor,"61,037","3,792"
MICHIGAN,Cities,Tecumseh,"8,363",217
MICHIGAN,Cities,Thomas Township,"11,488",271
MICHIGAN,Cities,Three Rivers,"7,673",765
MICHIGAN,Cities,Tittabawassee Township,"9,819",148
MICHIGAN,Cities,Traverse City,"15,630",991
MICHIGAN,Cities,Trenton,"18,176",449
MICHIGAN,Cities,Troy,"84,221","3,071"
MICHIGAN,Cities,Tuscarora Township,"2,928",72
MICHIGAN,Cities,Ubly,800,35
MICHIGAN,Cities,Unadilla Township,"3,465",83
MICHIGAN,Cities,Union City,"1,564",90
MICHIGAN,Cities,Utica,"4,949",364
MICHIGAN,Cities,Van Buren Township,"28,210","1,531"
MICHIGAN,Cities,Vassar,"2,543",94
MICHIGAN,Cities,Vernon,776,13
MICHIGAN,Cities,Vicksburg,"3,443",173
MICHIGAN,Cities,Walker,"25,010","1,314"
MICHIGAN,Cities,Walled Lake,"7,170",198
MICHIGAN,Cities,Warren,"135,160","8,361"
MICHIGAN,Cities,Waterford Township,"73,066","2,317"
MICHIGAN,Cities,Watervliet,"1,658",83
MICHIGAN,Cities,Wayland,"4,260",202
MICHIGAN,Cities,Wayne,"16,862","1,071"
MICHIGAN,Cities,West Bloomfield Township,"65,928","1,331"
MICHIGAN,Cities,West Branch,"2,051",83
MICHIGAN,Cities,Westland,"81,438","4,874"
MICHIGAN,Cities,White Cloud,"1,377",113
MICHIGAN,Cities,Whitehall,"2,741",182
MICHIGAN,Cities,White Lake Township,"31,236",748
MICHIGAN,Cities,White Pigeon,"1,521",90
MICHIGAN,Cities,Williamston,"3,924",69
MICHIGAN,Cities,Wixom,"13,876",538
MICHIGAN,Cities,Wolverine Lake,"4,686",82
MICHIGAN,Cities,Woodhaven,"12,435",244
MICHIGAN,Cities,Wyandotte,"24,862","1,353"
MICHIGAN,Cities,Wyoming,"76,498","4,201"
MICHIGAN,Cities,Yale,"1,883",36
MICHIGAN,Cities,Ypsilanti,"21,298","1,639"
MICHIGAN,Cities,Zeeland,"5,567",299
MICHIGAN,Cities,Zilwaukee,"1,538",20
MICHIGAN,Universities and Colleges,Central Michigan University,"28,486",200
MICHIGAN,Universities and Colleges,Delta College,"12,428",27
MICHIGAN,Universities and Colleges,Eastern Michigan University,"24,545",397
MICHIGAN,Universities and Colleges,Ferris State University,"16,828",237
MICHIGAN,Universities and Colleges,Grand Rapids Community College,"20,473",87
MICHIGAN,Universities and Colleges,Grand Valley State University,"28,875",255
MICHIGAN,Universities and Colleges,Kalamazoo Valley Community College,"12,245",37
MICHIGAN,Universities and Colleges,Kellogg Community College,"5,672",12
MICHIGAN,Universities and Colleges,Kirtland Community College,"2,014",2
MICHIGAN,Universities and Colleges,Lansing Community College,"19,206",109
MICHIGAN,Universities and Colleges,Macomb Community College,"30,719",46
MICHIGAN,Universities and Colleges,Michigan State University,"55,545","1,115"
MICHIGAN,Universities and Colleges,Michigan Technological University,"7,784",87
MICHIGAN,Universities and Colleges,Mott Community College,"10,769",29
MICHIGAN,Universities and Colleges,Northern Michigan University,"9,235",73
MICHIGAN,Universities and Colleges,Oakland Community College,"29,644",27
MICHIGAN,Universities and Colleges,Oakland University,"23,532",109
MICHIGAN,Universities and Colleges,Saginaw Valley State University,"10,320",145
MICHIGAN,Universities and Colleges,Schoolcraft College,"17,861",43
MICHIGAN,Universities and Colleges,University of Michigan: ,,
MICHIGAN,Universities and Colleges,Ann Arbor,"46,316","1,043"
MICHIGAN,Universities and Colleges,Dearborn,"10,714",23
MICHIGAN,Universities and Colleges,Flint,"9,455",97
MICHIGAN,Universities and Colleges,Western Michigan University,"26,096",179
MICHIGAN,Metropolitan Counties,Bay,,"1,162"
MICHIGAN,Metropolitan Counties,Berrien,,"2,026"
MICHIGAN,Metropolitan Counties,Calhoun,,"1,699"
MICHIGAN,Metropolitan Counties,Clinton,,550
MICHIGAN,Metropolitan Counties,Eaton,,"2,400"
MICHIGAN,Metropolitan Counties,Genesee,,"1,130"
MICHIGAN,Metropolitan Counties,Ingham,,"1,714"
MICHIGAN,Metropolitan Counties,Ionia,,960
MICHIGAN,Metropolitan Counties,Jackson,,"1,767"
MICHIGAN,Metropolitan Counties,Kalamazoo,,"5,834"
MICHIGAN,Metropolitan Counties,Kent,,"8,901"
MICHIGAN,Metropolitan Counties,Lapeer,,"1,081"
MICHIGAN,Metropolitan Counties,Livingston,,"1,649"
MICHIGAN,Metropolitan Counties,Macomb,,"4,453"
MICHIGAN,Metropolitan Counties,Midland,,829
MICHIGAN,Metropolitan Counties,Monroe,,"3,436"
MICHIGAN,Metropolitan Counties,Montcalm,,388
MICHIGAN,Metropolitan Counties,Muskegon,,"1,503"
MICHIGAN,Metropolitan Counties,Oakland,,410
MICHIGAN,Metropolitan Counties,Ottawa,,"8,732"
MICHIGAN,Metropolitan Counties,Saginaw,,"1,400"
MICHIGAN,Metropolitan Counties,Shiawassee,,443
MICHIGAN,Metropolitan Counties,St. Clair,,"2,382"
MICHIGAN,Metropolitan Counties,Washtenaw,,"4,491"
MICHIGAN,Metropolitan Counties,Wayne,,202
MICHIGAN,Nonmetropolitan Counties,Alcona,,157
MICHIGAN,Nonmetropolitan Counties,Alger,,4
MICHIGAN,Nonmetropolitan Counties,Allegan,,"2,249"
MICHIGAN,Nonmetropolitan Counties,Alpena,,181
MICHIGAN,Nonmetropolitan Counties,Antrim,,475
MICHIGAN,Nonmetropolitan Counties,Arenac,,350
MICHIGAN,Nonmetropolitan Counties,Baraga,,84
MICHIGAN,Nonmetropolitan Counties,Barry,,"1,035"
MICHIGAN,Nonmetropolitan Counties,Benzie,,229
MICHIGAN,Nonmetropolitan Counties,Branch,,204
MICHIGAN,Nonmetropolitan Counties,Charlevoix,,320
MICHIGAN,Nonmetropolitan Counties,Cheboygan,,190
MICHIGAN,Nonmetropolitan Counties,Chippewa,,191
MICHIGAN,Nonmetropolitan Counties,Clare,,808
MICHIGAN,Nonmetropolitan Counties,Crawford,,206
MICHIGAN,Nonmetropolitan Counties,Delta,,224
MICHIGAN,Nonmetropolitan Counties,Emmet,,391
MICHIGAN,Nonmetropolitan Counties,Gladwin,,464
MICHIGAN,Nonmetropolitan Counties,Gogebic,,90
MICHIGAN,Nonmetropolitan Counties,Grand Traverse,,"1,759"
MICHIGAN,Nonmetropolitan Counties,Gratiot,,730
MICHIGAN,Nonmetropolitan Counties,Hillsdale,,582
MICHIGAN,Nonmetropolitan Counties,Houghton,,218
MICHIGAN,Nonmetropolitan Counties,Huron,,371
MICHIGAN,Nonmetropolitan Counties,Iosco,,28
MICHIGAN,Nonmetropolitan Counties,Iron,,83
MICHIGAN,Nonmetropolitan Counties,Isabella,,702
MICHIGAN,Nonmetropolitan Counties,Kalkaska,,532
MICHIGAN,Nonmetropolitan Counties,Keweenaw,,35
MICHIGAN,Nonmetropolitan Counties,Lake,,640
MICHIGAN,Nonmetropolitan Counties,Leelanau,,126
MICHIGAN,Nonmetropolitan Counties,Lenawee,,710
MICHIGAN,Nonmetropolitan Counties,Luce,,203
MICHIGAN,Nonmetropolitan Counties,Mackinac,,241
MICHIGAN,Nonmetropolitan Counties,Manistee,,449
MICHIGAN,Nonmetropolitan Counties,Marquette,,357
MICHIGAN,Nonmetropolitan Counties,Mason,,371
MICHIGAN,Nonmetropolitan Counties,Mecosta,,964
MICHIGAN,Nonmetropolitan Counties,Menominee,,269
MICHIGAN,Nonmetropolitan Counties,Missaukee,,482
MICHIGAN,Nonmetropolitan Counties,Newaygo,,730
MICHIGAN,Nonmetropolitan Counties,Oceana,,544
MICHIGAN,Nonmetropolitan Counties,Ogemaw,,269
MICHIGAN,Nonmetropolitan Counties,Ontonagon,,65
MICHIGAN,Nonmetropolitan Counties,Osceola,,409
MICHIGAN,Nonmetropolitan Counties,Oscoda,,203
MICHIGAN,Nonmetropolitan Counties,Otsego,,176
MICHIGAN,Nonmetropolitan Counties,Presque Isle,,105
MICHIGAN,Nonmetropolitan Counties,Roscommon,,417
MICHIGAN,Nonmetropolitan Counties,Sanilac,,439
MICHIGAN,Nonmetropolitan Counties,Schoolcraft,,16
MICHIGAN,Nonmetropolitan Counties,St. Joseph,,950
MICHIGAN,Nonmetropolitan Counties,Tuscola,,669
MICHIGAN,Nonmetropolitan Counties,Van Buren,,"1,798"
MICHIGAN,Nonmetropolitan Counties,Wexford,,520
MICHIGAN,State Police,State Police: ,,
MICHIGAN,State Police,Alcona County,,53
MICHIGAN,State Police,Alger County,,129
MICHIGAN,State Police,Allegan County,,"1,238"
MICHIGAN,State Police,Alpena County,,528
MICHIGAN,State Police,Antrim County,,155
MICHIGAN,State Police,Arenac County,,40
MICHIGAN,State Police,Baraga County,,147
MICHIGAN,State Police,Barry County,,607
MICHIGAN,State Police,Bay County,,451
MICHIGAN,State Police,Benzie County,,80
MICHIGAN,State Police,Berrien County,,682
MICHIGAN,State Police,Branch County,,526
MICHIGAN,State Police,Calhoun County,,442
MICHIGAN,State Police,Cass County,,110
MICHIGAN,State Police,Charlevoix County,,126
MICHIGAN,State Police,Cheboygan County,,227
MICHIGAN,State Police,Chippewa County,,394
MICHIGAN,State Police,Clare County,,125
MICHIGAN,State Police,Clinton County,,87
MICHIGAN,State Police,Crawford County,,168
MICHIGAN,State Police,Delta County,,263
